exposure_id,source_notice_id,contract_id,notice_type,contracting_authority_name,responsible_body,contracting_authority_region,awardee_name_source,publication_date,contract_value_eur,cpv_code,cpv_description,sector_group,contract_type,procurement_procedure,object_description,source_url,awardee_entity_key,awardee_display_id,awardee_contract_count,awardee_portfolio_value_share,authority_awardee_value_share,authority_awardee_notice_share,sector_portfolio_value_share,data_quality_flags
BOE-16375,BOE-B-2024-2956,2023/ETSAE0226/00008306E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Sur,Andalucía,Ferreteria ferrisan s.l.,2024-01-29,14772.73,44316400,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),Construction structures and materials,Suministros,Abierto,"Suministro de material de ferretería para la Base ""Álvarez de Sotomayor"" Viator (Almería).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2956,FERRETERIAFERRISANSL,A2944,10,0.00000577,0.00002839,0.00144279,0.00118708,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16376,BOE-B-2024-2959,2023/ETSAE0226/00008268E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Sur,Andalucía,"INTEGRACION TECNOLOGICA EMPRESARIAL, S.L.",2024-01-29,2145.00,50532300,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación 50500000 Servicios de reparación y mantenimiento",Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento de Grupos Electrógenos Acuartelamientos Cortijo Buenavista/Charco Redondo Cádiz ETH222675.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2959,INTEGRACIONTECNOLOGICAEMPRESARIALSL,A4278,57,0.00036771,0.00157639,0.00793536,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16377,BOE-B-2024-2960,2023/SP03032003/00001510E.,Contratación,MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,Comunidad de Madrid,HISDESAT SERVICIOS ESTRATEGICOS S.A.,2024-01-29,3801600.00,64200000,64000000 Servicios de correos y telecomunicaciones,Postal and telecommunications services,Servicios,Negociado sin publicidad,Acuerdo Marco de Servicios del enlace Satélite del Sistema Aéreo No Tripulado (UAS/RPAS) Conjunto Estratégico-Operacional.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2960,HISDESATSERVICIOSESTRATEGICOSSA,A3725,19,0.00098524,0.00472329,0.00216419,0.02300475,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16378,BOE-B-2024-2961,2023/SP03032003/00001998E.,Contratación,MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,Comunidad de Madrid,HISDESAT SERVICIOS ESTRATEGICOS S.A.,2024-01-29,3800000.00,48000000,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos 48000000 Paquetes de software y sistemas de información",Software packages and information systems,Suministros,Negociado sin publicidad,Renovación Tecnológica del Centro de Operación y Supervisión de Red de la Infraestructura de Telecomunicaciones Satélite de la I3D para la Nueva Generación de Satélites SPAINSAT-NG (COSRED-NG).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2961,HISDESATSERVICIOSESTRATEGICOSSA,A3725,19,0.00098524,0.00472329,0.00216419,0.01530761,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16379,BOE-B-2024-2962,2023/SP03032003/00002024E.,Contratación,MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,Comunidad de Madrid,"DH HEALTHCARE PROVIDER SOFTWARE SPAIN, S.L.U.",2024-01-29,632313.35,48180000,48000000 Paquetes de software y sistemas de información,Software packages and information systems,Suministros,Negociado sin publicidad,Actualización y soporte técnico de las licencias software del Sistema de Información de Sanidad del Ministerio de Defensa (SISANDEF) 2023-2024. Software infraestructura base HCIS.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2962,DHHEALTHCAREPROVIDERSOFTWARESPAINSLU,A2154,4,0.00013782,0.00045391,0.00043284,0.01530761,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16380,BOE-B-2024-2965,130489.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Consejo de Administración SEPES Entidad Pública Empresarial de Suelo,Comunidad de Madrid,"INETUM ESPAÑA, S.A.",2024-01-29,734299.00,50324100,50300000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,"Servicios de suministro, adaptación, implantación y mantenimiento de un Sistema integral de tramitación de expedientes electrónicos y gestión documental (SITE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2965,INETUMESPANASA,A4030,77,0.00167446,0.00016890,0.00307152,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16381,BOE-B-2024-2966,3.23/06520.0113.,Contratación,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,Cataluña,RENFE MERCANCIAS SME SA.,2024-01-29,599381.50,63120000,63000000 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes,Supporting and auxiliary transport services,Servicios,Abierto,Servicio de descarga de trenes carrileros tipo robel en los tramos Martorell - San Vicente de Calders y San Vicente de Calders - Vilaseca.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2966,RENFEMERCANCIASSMESA,A6322,5,0.00027205,0.00201200,0.00405680,0.01208737,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16382,BOE-B-2024-2967,4.23/46504.0033.,Contratación,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,Comunidad de Madrid,INDRA SISTEMAS SA.,2024-01-29,262793.94,72267000,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",IT services,Servicios,Negociado sin publicidad,Desarrollo evolutivo de StacRail para su integración con el resto de Sistemas Operacionales.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2967,INDRASISTEMASSA,A3986,94,0.01151958,0.00069293,0.00405680,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16383,BOE-B-2024-2970,0100023SR060.,Contratación,"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Dirección Ejecutiva de la Agencia Española de Seguridad Alimentaria y Nutrición,Comunidad de Madrid,"COESFRI, S.L.",2024-01-29,7975.00,50730000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento preventivo y correctivo de las cámaras frigoríficas de congelación y conservación del Centro Nacional de Alimentación (CNA) de la Agencia Española de Seguridad Alimentaria y Nutrición (AESAN OA).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2970,COESFRISL,A1615,2,0.00000055,0.00061207,0.01058201,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16384,BOE-B-2024-2971,LOT15/24.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Comunidad Valenciana,"NATURAL MEDITERRANEAN ACTIVITIES,SL.",2024-01-29,2831.17,77311000,"77000000 Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas","Agricultural, forestry and related services",Servicios,Abierto,"Servicio de mantenimiento, conservación y limpieza de jardines y zonas verdes para diversos centros e institutos de Madrid y Valencia.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2971,NATURALMEDITERRANEANACTIVITIESSL,A5414,3,0.00000029,0.00001472,0.00179533,0.00194836,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16385,BOE-B-2024-2972,31884/24.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Comunidad de Madrid,SISTEMAS PARA CAPTURAR Y NORMALIZAR S.L.U.,2024-01-29,52200.00,48000000,48000000 Paquetes de software y sistemas de información,Software packages and information systems,Suministros,Abierto,"Suministro de una licencia de uso corporativa del software I+DOC o equivalente, con destino a la Secretaría General Adjunta de Informática del CSIC - Organización Central.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2972,SISTEMASPARACAPTURARYNORMALIZARSLU,A7006,2,0.00000234,0.00027137,0.00179533,0.01530761,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16386,BOE-B-2024-2973,31672/23.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Canarias,Fundación General Universidad de La Laguna.,2024-01-29,49401.90,73112000,"73000000 Servicios de investigación y desarrollo y servicios de consultoría conexos 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Research and development services,Servicios,Abierto,"Servicio técnico de grabación de especies móviles de la zona circalitoral (50-300 m), talud (600-800 m) y abisal (800-1500 m) de las Zonas de Especial Conservación Marinas de Canarias en el marco del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea - NextGenerationEU, proyecto: C04.I1.P02.S01, con destino al Centro Oceanográfico de Canarias.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2973,FUNDACIONGENERALUNIVERSIDADDELALAGUNA,A3148,1,0.00000169,0.00025683,0.00179533,0.00543795,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16387,BOE-B-2024-2974,T01-AUDITORÍAS MRR.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",Nacional,"EUDITA CUSPIDE AUDITORES, S.L.",2024-01-29,3802.00,79200000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,"Servicio de auditoria en materia contable de Proyectos de I+D+I del Departamento de Tecnología en el marco del Plan de Recuperación, Transformación y Resiliencia.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2974,EUDITACUSPIDEAUDITORESSL,A2738,2,0.00000021,0.00001977,0.00179533,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16388,BOE-B-2024-2975,082023PA1002.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Instituto Social de la Marina -Dirección Provincial de Barcelona,Cataluña,"SECURITY SERVICES KUO,S.L.",2024-01-29,90480.12,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad 92000000 Servicios de esparcimiento, culturales y deportivos",Business services,Servicios,No disponible,"La ejecución de los servicios de vigilancia y seguridad, sin armas, de las instalaciones y bienes dependientes del Instituto Social de la Marina de la DP de Barcelona, de la DL de Arenys de Mar (lote 1) y de las DL de Palamós y de Roses (lote 2).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2975,SECURITYSERVICESKUOSL,A6684,11,0.00012258,0.00014254,0.00042481,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16389,BOE-B-2024-3091,PG20230148_1.,Contratación,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES","Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes",Comunidad de Madrid,M Difusion Y Catering SL.,2024-01-30,37240.00,55000000,55000000 Servicios comerciales al por menor de hostelería y restauración,"Hotel, restaurant and retail services",Servicios,No disponible,Servicio de Restauración en el Banco de España durante la celebración de la RIM del Consejo de la Unión europea en su formación de Empleo y Política Social con motivo de la PEUE.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3091,MDIFUSIONYCATERINGSL,A5134,1,0.00000128,0.00124323,0.00763359,0.00127429,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16390,BOE-B-2024-3092,2023/SP03032003/00002912E.,Contratación,MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,Comunidad de Madrid,"THALES ESPAÑA SISTEMAS, S.A.U.",2024-01-30,6443630.40,48000000,"48000000 Paquetes de software y sistemas de información 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",Software packages and information systems,Suministros,Negociado sin publicidad,"Ampliación de licenciamiento, actualización y soporte técnico de la herramienta software desplegada para el Sistema de Mensajería Formal del Ministerio de Defensa.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3092,THALESESPANASISTEMASSAU,A7588,14,0.00082676,0.00392124,0.00187563,0.01530761,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16391,BOE-B-2024-3094,852/2022.,Contratación,MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,Nacional,Metalships and Docks SA.,2024-01-30,460000.00,50244000,50200000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Adecuación remolcadores de rada.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3094,METALSHIPSANDDOCKSSA,A5211,2,0.00002638,0.00007749,0.00014428,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16392,BOE-B-2024-3095,2023/AR21U/00002617E.,Contratación,MINISTERIO DE DEFENSA,Intendencia de Madrid,Comunidad de Madrid,"GRUPO DESARROYA PROYECTOS Y SISTEMAS, SLNE.",2024-01-30,42423.18,45233292,45000000 Trabajos de construcción,Construction work,Obras,Abierto,"(03J) (T.A) C.G.A.- Adecuación de zona ZAR en sótanos del Edificio ""B"".",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3095,GRUPODESARROYAPROYECTOSYSISTEMASSLNE,A3518,10,0.00002719,0.00013368,0.00144279,0.32186548,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16393,BOE-B-2024-3097,23110117400.,Contratación,MINISTERIO DE HACIENDA,"Delegación Especial de la Agencia Tributaria en Andalucía, Ceuta y Melilla",Andalucía,lomas cubillana transporte y logistica sl.,2024-01-30,13350.00,63100000,63000000 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes,Supporting and auxiliary transport services,Servicios,Abierto,Transporte intercentros Aduana Algeciras.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3097,LOMASCUBILLANATRANSPORTEYLOGISTICASL,A4864,2,0.00000102,0.00001544,0.00194175,0.01208737,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16394,BOE-B-2024-3098,23A80096700.,Contratación,MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Tributaria en Castilla y León,Nacional,"BIBLION IBERICA, S.L.",2024-01-30,16390.88,90920000,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,Servicio de prevención de Legionelosis en los edificios y centros dependientes de la AEAT en la DE Castilla y León.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3098,BIBLIONIBERICASL,A1085,13,0.00000430,0.00004605,0.00582524,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16395,BOE-B-2024-3099,23700042600.,Contratación,MINISTERIO DE HACIENDA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,Nacional,"CENTRO DE ANÁLISIS Y DISEÑO DE ESTRUCTURAS, S.A. (CADESA).",2024-01-30,65840.00,71356200,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","Architecture, construction, engineering and inspection services",Servicios,Abierto,SAT Control de calidad de las obras de rehabilitación de la Delegación Especial de Asturias.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3099,CENTRODEANALISISYDISENODEESTRUCTURASSACADESA,A1399,2,0.00000477,0.00007613,0.00194175,0.03523707,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16396,BOE-B-2024-3100,LIMP/26/23/5.,Contratación,MINISTERIO DE HACIENDA,Delegación de Economía y Hacienda en la Rioja,La Rioja,ONET IBERIA SOLUCIONES S.A.U.,2024-01-30,53666.02,90919200,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,Contrato del servicio de limpieza de las oficinas de la Gerencia Regional del Catastro de La Rioja y el Tribunal Económico Administrativo Regional de La Rioja del 01-01-2024 al 31-12-2025.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-3100,ONETIBERIASOLUCIONESSAU,A5673,14,0.00012588,0.00020426,0.00388350,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
