exposure_id,source_notice_id,contract_id,notice_type,contracting_authority_name,responsible_body,contracting_authority_region,awardee_name_source,publication_date,contract_value_eur,cpv_code,cpv_description,sector_group,contract_type,procurement_procedure,object_description,source_url,awardee_entity_key,awardee_display_id,awardee_contract_count,awardee_portfolio_value_share,authority_awardee_value_share,authority_awardee_notice_share,sector_portfolio_value_share,data_quality_flags
BOE-16340,BOE-B-2024-2406,3.23/24108.0140.,Contratación,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,Comunidad de Madrid,META ENGINEERING SA.,2024-01-25,295000.00,71310000,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","Architecture, construction, engineering and inspection services",Servicios,Abierto,"Dirección de obra y asistencia para el control de obras del proyecto de construcción de paso entre andenes y mejora de accesibilidad del apeadero de San Yago, Galapagar (Madrid).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2406,METAENGINEERINGSA,A5208,15,0.00023002,0.00067031,0.00608519,0.03523707,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16341,BOE-B-2024-2407,2.23/06110.0259.,Contratación,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,Extremadura,UTE COTODISA-SSN.,2024-01-25,1680266.76,45221000,45000000 Trabajos de construcción,Construction work,Obras,Abierto,"Ejecución de las obras del proyecto constructivo ""Pasarela urbana de uso peatonal y con carril bici sobre la playa de vías de la estación de ferrocarril de Mérida"".",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2407,UTECOTODISASSN,A8126,1,0.00005758,0.00042776,0.00101420,0.32186548,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16342,BOE-B-2024-2415,Expediente 1/2024.,Contratación,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Dirección Provincial del Servicio Público de Empleo Estatal en Jaén,Andalucía,Lecos Multiservicios S.L.,2024-01-25,110880.00,90910000,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,Servicio de limpieza en Dirección Provincial y almacén del Servicio Público de Empleo Estatal en Jaén para el periodo comprendido entre el 15/02/2024 y 14/02/2025.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2415,LECOSMULTISERVICIOSSL,A4724,4,0.00001480,0.00042689,0.00182149,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16343,BOE-B-2024-2426,2023/213/00022.,Contratación,MINISTERIO DE SANIDAD,Secretaría General de la Agencia Española de Medicamentos y Productos Sanitarios,Comunidad de Madrid,Merck Life Science S.L.U.,2024-01-25,120900.42,50410000,50400000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Negociado sin publicidad,"Servicio de mantenimiento preventivo, correctivo y de verificación de los equipos MILLIPORE instalados en los laboratorios de la Agencia Española de Medicamentos y Productos Sanitarios (AEMPS) y suministro del material fungible correspondiente.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2426,MERCKLIFESCIENCESLU,A5191,19,0.00003068,0.00037695,0.00094787,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16344,BOE-B-2024-2428,CONSER02022031OP.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS),Cataluña,"MIBAIR, SL.",2024-01-25,75976.24,50000000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,"El objeto de la contratación es el servicio de mantenimiento preventivo y correctivo de climatización, sistema de gestión y fontanería de las instalaciones de los edificios; Til-lers, Capilla, Torre Girona, sala CGBT del búnker, y sala MT ubicado en búnker, en Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2428,MIBAIRSL,A5237,1,0.00000260,0.00018204,0.00100200,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16345,BOE-B-2024-2429,31781/23.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Comunidad de Madrid,"FISCHER INSTRUMENTS, S.A.",2024-01-25,81980.00,38433000,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,"Suministro e Instalación de un espectrómetro de Fluorescencia de Rayos X de dispersión de energía (XRF, X-Ray Fluorescence), con destino al Instituto de micro y nanotecnología.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2429,FISCHERINSTRUMENTSSA,A2996,1,0.00000281,0.00042619,0.00179533,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16346,BOE-B-2024-2430,296035.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",Comunidad de Madrid,"AON IBERIA, S.A.U Correduría de Seguros.",2024-01-25,14059.50,66516500,66000000 Servicios financieros y de seguros,Financial and insurance services,Servicios,Abierto,"Servicios de mediación de seguros y contratación simultanea de la póliza de seguro de responsabilidad civil por actividad profesional para el personal técnico del CIEMAT, CEDER Y PSA que desarrolle trabajos en proyectos y obras del Estado.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2430,AONIBERIASAUCORREDURIADESEGUROS,A0573,6,0.00002631,0.00007309,0.00179533,0.00250511,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16347,BOE-B-2024-2431,LOT70/23.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Nacional,Kaleido Logistics SL.,2024-01-25,294665.16,79223000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,"Servicio de logística y consignación en los puertos de Ushuaia (Argentina) y Punta Arenas (Chile), destinado a la Unidad de Tecnología Marina de la Agencia Estatal Consejo Superior de Investigaciones Científicas.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2431,KALEIDOLOGISTICSSL,A4572,3,0.00009704,0.01472267,0.00538600,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16348,BOE-B-2024-2433,2023Cd800278.,Contratación,CONSEJO DE SEGURIDAD NUCLEAR,Consejo de Seguridad Nuclear,Comunidad de Madrid,IMAN Seguridad S.A.,2024-01-25,19133.37,50610000,50600000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,"Servicio de mantenimiento integral de los equipos, sistemas e instalaciones de protección física del CSN.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2433,IMANSEGURIDADSA,A3927,12,0.00020606,0.00140665,0.01428571,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16349,BOE-B-2024-2489,202300000053.,Contratación,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN","Junta de Contratación del Ministerio de Asuntos Exteriores, Unión Europea y Cooperación",Comunidad de Madrid,CATERING LA HACIENDA S.L.,2024-01-26,543272.73,55000000,55000000 Servicios comerciales al por menor de hostelería y restauración,"Hotel, restaurant and retail services",Servicios,No disponible,"Servicio de restauración, preparación, apoyo y atención para los eventos, actos y reuniones del Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2489,CATERINGLAHACIENDASL,A1359,10,0.00015037,0.00618163,0.00487805,0.00127429,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16350,BOE-B-2024-2490,2023/EA15/00001275E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,Alberto Cruz González.,2024-01-26,15000.00,39830000,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza","Furniture, domestic appliances and cleaning products",Suministros,Abierto,Suministro de productos de limpieza e higiene.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2490,ALBERTOCRUZGONZALEZ,A0328,1,0.00000051,0.00000253,0.00014428,0.00203011,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16351,BOE-B-2024-2491,2023/EA15/00001365.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,Vasco Informatica S.L.,2024-01-26,13027.97,30213300,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",Office and computing equipment and supplies,Suministros,Abierto,Adquisición de cuatro ordenadores de sobremesa para el análisis forense de apoyo en zona de operaciones de la JSTCIBER (Y).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2491,VASCOINFORMATICASL,A8692,4,0.00000336,0.00001336,0.00043284,0.01021291,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16352,BOE-B-2024-2492,2023/EA15/00001367E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,AGPM COMPUTERS TRES CANTOS SL.,2024-01-26,16594.88,32422000,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",Communication and telecommunications equipment,Suministros,Abierto,Adquisición de cableado de infraestructura de red para zona de operaciones (Y).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2492,AGPMCOMPUTERSTRESCANTOSSL,A0224,3,0.00000263,0.00000889,0.00028856,0.01985408,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16353,BOE-B-2024-2493,2023/EA15/00001465E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,ACUNTIA S.A.U. (MARCA AXIANS) .,2024-01-26,178396.42,32000000,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",Communication and telecommunications equipment,Suministros,Restringido,Adquisición de diverso material para la ampliación de la red inalámbrica WIFI 6 en MAESAL. Sistema Dinámico de Adquisición 24/2022 LOTE 1 (Y).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2493,ACUNTIASAUMARCAAXIANS,A0113,5,0.00008456,0.00041574,0.00072140,0.01985408,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16354,BOE-B-2024-2494,2023/EA15/00001466E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,NUNSYS SA.,2024-01-26,33822.51,32000000,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",Communication and telecommunications equipment,Suministros,Restringido,Adquisición de dos firewalls y sus correspondientes licencias de soporte para el SC2N-EA en el MACOM. SDA 24/22 LOTE 1 (Y).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2494,NUNSYSSA,A5548,15,0.00233074,0.01132422,0.00173135,0.01985408,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16355,BOE-B-2024-2495,2023/ETSAE0226/00008254E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Sur,Andalucía,"SMG IBERIA, S.L.",2024-01-26,2980.00,50532300,50500000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento de grupos electrógenos del acuartelamiento USAC Torreblanca (Sevilla).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2495,SMGIBERIASL,A7027,13,0.00003186,0.00012227,0.00115423,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16356,BOE-B-2024-2496,2023/EA22/00001621.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),Comunidad de Madrid,ADDA OPS SA.,2024-01-26,32200.00,77311000,"77000000 Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas","Agricultural, forestry and related services",Servicios,Abierto,APO 218 2023 - Mantenimiento y conservación de espacios exteriores en la BA de Torrejón.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2496,ADDAOPSSA,A0123,5,0.00000800,0.00003931,0.00072140,0.00194836,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16357,BOE-B-2024-2497,2023/ETSAE0226/00008188E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Sur,Andalucía,TOMAS BRIONES SAUCEDO SL.,2024-01-26,1844.44,77342000,"77000000 Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas","Agricultural, forestry and related services",Servicios,Abierto,Servicio de limpieza de vegetación y poda de arbustos en zona de alambrada polvorines Acuartelamiento Charco Redondo Cádiz.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2497,TOMASBRIONESSAUCEDOSL,A7641,3,0.00000093,0.00000031,0.00014428,0.00194836,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16358,BOE-B-2024-2498,2023/EA22/00001818.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),Comunidad de Madrid,ARLA GOURMET S.L.,2024-01-26,2.94,55000000,55000000 Servicios comerciales al por menor de hostelería y restauración,"Hotel, restaurant and retail services",Servicios,No disponible,Servicios de restauración y cafetería Campo de Golf.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2498,ARLAGOURMETSL,A0676,2,0.00000355,0.00000000,0.00014428,0.00127429,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16359,BOE-B-2024-2499,EM23-790.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Presidencia de la Sociedad de Salvamento y Seguridad Marítima,Nacional,"Repsol Comercial de Productos Petrolíferos, S.A.",2024-01-26,320.00,09100000,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía","Petroleum, fuel, electricity and other energy sources",Suministros,Abierto,Suministro de combustibles a flota (6 lotes).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2499,REPSOLCOMERCIALDEPRODUCTOSPETROLIFEROSSA,A6342,37,0.00483698,0.00012101,0.00131637,0.08114775,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16360,BOE-B-2024-2500,3.23/05110.0100.,Contratación,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,Andalucía,UTE META GIL BARTOLOME.,2024-01-26,344701.00,71242000,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","Architecture, construction, engineering and inspection services",Servicios,Abierto,"Servicios de Consultoría y Asistencia Técnica para la Redacción del Estudio de Alternativas, el Proyecto Básico y el Proyecto de Construcción de conexión accesible entre andenes, adecuación y puesta en funcionamiento de la antigua Estación de Montoro (Córdoba).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2500,UTEMETAGILBARTOLOME,A8391,1,0.00001181,0.00008775,0.00101420,0.03523707,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16361,BOE-B-2024-2502,22701.23.001.,Contratación,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Segura,Región de Murcia,"SECURITAS SEGURIDAD ESPAÑA, S.A.",2024-01-26,461000.00,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,"Servicio de vigilancia y seguridad en la Confederación Hidrográfica del Segura, O.A. (Murcia). Años 2023/2024.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2502,SECURITASSEGURIDADESPANASA,A6680,13,0.00038073,0.00030322,0.00068918,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16362,BOE-B-2024-2717,2023/EA15/00000718E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,UTE TDE-AICOX-GTD.,2024-01-27,50405.81,32531000,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",Communication and telecommunications equipment,Suministros,No disponible,Adquisición de repuestos de los terminales satélite TLB50-IP y ATQH del grupo de transmisiones. Basado en el acuerdo marco de sostenimiento SECOMSAT 2020/JCMDEF/00000248.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2717,UTETDEAICOXGTD,A8568,11,0.00024941,0.00122615,0.00158707,0.01985408,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16363,BOE-B-2024-2718,2023/EA15/00001243E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,CAFES 1808 S.A.,2024-01-27,11988.00,15860000,"15000000 Alimentos, bebidas, tabaco y productos afines","Food, beverages, tobacco and related products",Suministros,Abierto,Suministro de café (Del 01/10/2023 al 31/03/2024).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2718,CAFES1808SA,A1209,1,0.00000041,0.00000202,0.00014428,0.00316800,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16364,BOE-B-2024-2719,2023/EA15/00001275E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,"TESIS GALICIA, S.L.",2024-01-27,8326.45,39830000,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza","Furniture, domestic appliances and cleaning products",Suministros,Abierto,Suministro de productos de limpieza e higiene.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2719,TESISGALICIASL,A7571,1,0.00000029,0.00000140,0.00014428,0.00203011,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16365,BOE-B-2024-2720,2023/EA15/00001402.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,PROSELEC SEGURIDAD SAU.,2024-01-27,2350.00,35124000,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa","Security, fire-fighting, police and defence equipment",Suministros,No disponible,Suministro arco detector de metales para el control acceso principal al CGEA AM 08/21 Lote 5.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2720,PROSELECSEGURIDADSAU,A6098,11,0.00003642,0.00000202,0.00028856,0.06713683,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16366,BOE-B-2024-2721,2023/EA15/00001409.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,Comunidad de Madrid,"Indra Sistemas, S.A.",2024-01-27,134741.26,64222000,64000000 Servicios de correos y telecomunicaciones,Postal and telecommunications services,Servicios,Abierto,TA EA0414 Asistencia Técnica de la Gestión de Telecomunicaciones de la JSTCIBER (F).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2721,INDRASISTEMASSA,A3986,94,0.01151958,0.05192928,0.01038811,0.02300475,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16367,BOE-B-2024-2724,CU(DT)-6884.,Contratación,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Guadalquivir,Andalucía,"UTE GABINETE TÉCNICO AMBIENTAL, S.L.U., CAUCES CONSULTORES, S.L., REALIMA, S.L.",2024-01-27,1109275.46,75100000,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección 75000000 Servicios de administración pública, defensa y servicios de seguridad social","Administration, defence and social security services",Servicios,Abierto,"Contrato de servicios para la realización de tareas de supervisión de expedientes de contratación, tramitación ambiental, seguimiento de actuaciones de eficiencia energética, control de la inversión durante el proceso de ejecución y cumplimiento de requisitos de financiación europea de inversiones de la Confederación Hidrográfica del Guadalquivir. Términos municipales varios (Varias provincias).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2724,UTEGABINETETECNICOAMBIENTALSLUCAUCESCONSULTORESSLREALIMASL,A8242,1,0.00003801,0.00072963,0.00068918,0.00026481,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16368,BOE-B-2024-2725,2023/074.,Contratación,MINISTERIO DE SANIDAD,Dirección del Instituto Nacional de Gestión Sanitaria (INGESA),"Ciudad de Ceuta, Ciudad de Melilla","MR Informática, S.L.",2024-01-27,682752.00,72267000,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",IT services,Servicios,Abierto,"Servicios de asistencia técnica para la administración de sistemas y comunicaciones, con destino a los centros de atención especializada del Instituto Nacional de Gestión Sanitaria (INGESA).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2725,MRINFORMATICASL,A5352,5,0.00003778,0.00244754,0.00284360,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16369,BOE-B-2024-2726,LOT15/24.,Contratación,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Comunidad de Madrid,LOS 8 GIRASOLES SOCIEDAD COOP MADRID.,2024-01-27,15555.00,77311000,"77000000 Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas","Agricultural, forestry and related services",Servicios,Abierto,"Servicio de mantenimiento, conservación y limpieza de jardines y zonas verdes para diversos centros e institutos de Madrid y Valencia.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2726,LOS8GIRASOLESSOCIEDADCOOPMADRID,A4876,3,0.00000103,0.00008087,0.00179533,0.00194836,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16370,BOE-B-2024-2951,PG20230222_1.,Contratación,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES","Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes",Nacional,"CENTRO REGIONAL DE SERVICIOS AVANZADOS, S.A.",2024-01-29,42750.00,50332000,50300000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Negociado sin publicidad,Servicio de mantenimiento de la herramienta EMMA del Centro Criptológico Nacional en el Departamento de Seguridad Nacional.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2951,CENTROREGIONALDESERVICIOSAVANZADOSSA,A1426,21,0.00067062,0.00678752,0.01526718,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16371,BOE-B-2024-2952,PG20230189.,Contratación,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES","Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes",Cataluña,"CATERING CAL BLAY, S.L.U.",2024-01-29,27832.50,55000000,55000000 Servicios comerciales al por menor de hostelería y restauración,"Hotel, restaurant and retail services",Servicios,No disponible,Servicio de restauración en el Recinto Modernista de Sant Pau de Barcelona durante la Reunión Informal Ministerial de Transporte el día 22 de septiembre de 2023.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2952,CATERINGCALBLAYSLU,A1356,1,0.00000095,0.00092917,0.00763359,0.00127429,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16372,BOE-B-2024-2953,2023/SP03032003/00001393E.,Contratación,MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,Comunidad de Madrid,ACCENTURE SL Sociedad Unipersonal.,2024-01-29,1404793.39,72200000,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",IT services,Servicios,Abierto,"SDGTRDIG_Servicios de desarrollo, mantenimiento y soporte de aplicaciones ARGO del Ministerio de Defensa.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2953,ACCENTURESLSOCIEDADUNIPERSONAL,A0051,12,0.00042581,0.00048321,0.00057712,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16373,BOE-B-2024-2954,2023/AR21U/00002891E.,Contratación,MINISTERIO DE DEFENSA,Intendencia de Madrid,Comunidad de Madrid,"Geostinser Amb, SL.",2024-01-29,40132.99,45112712,45000000 Trabajos de construcción,Construction work,Servicios,Abierto,"T.A. (03J) Archivo Histórico de la Armada ""Elcano·.- Adecuación jardines exteriores.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2954,GEOSTINSERAMBSL,A3291,1,0.00000138,0.00000676,0.00014428,0.32186548,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-16374,BOE-B-2024-2955,2023/AR21U/00003405E.,Contratación,MINISTERIO DE DEFENSA,Intendencia de Madrid,Comunidad de Madrid,MILCOM IDIOMAS SOCIEDAD LIMITADA.,2024-01-29,19836.00,79311300,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,Servicio de asistencia técnica para el apoyo a la Sección de Infraestructuras de la División Logistica del EMA.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-2955,MILCOMIDIOMASSOCIEDADLIMITADA,A5269,3,0.00000277,0.00001364,0.00043284,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
